split,image,label,face_height,face_width,cheek_width,jaw_width,chin_width,eye_distance,face_ratio,cheek_ratio,jaw_ratio,chin_ratio,eye_ratio,cheek_to_jaw_ratio,jaw_angle,nose_vertical_ratio
train,data\face_shape\dataset\train\heart\Heart(11).jpg,heart,0.8210806027085414,1.0502920383056773,1.028790219064562,0.8274430165347554,0.5782961438208339,0.6795110273011233,0.7817640929975077,0.9795277708895119,0.7878218498824192,0.5506050914693561,0.6469734155057532,1.2433366389059968,122.440304907265,0.6014093027614701
train,data\face_shape\dataset\train\heart\Heart(110).jpg,heart,0.7796876239076526,0.843576256925493,0.8355303045803802,0.6838132691964234,0.4841650271742363,0.5232376356052981,0.9242645433731271,0.990462092455711,0.8106122755145534,0.5739434025073552,0.6202612168250154,1.221869101139622,129.0114272442838,0.5035734809736837
train,data\face_shape\dataset\train\heart\Heart(111).jpg,heart,0.7798621416399663,0.8699877919856142,0.8591620979935223,0.6804784753728245,0.4670852730395055,0.5435577611547813,0.8964058447993277,0.9875564989626074,0.7821701426634233,0.5368871578915547,0.6247878029577791,1.2625852677012297,122.4640877921666,0.5719841237515075
train,data\face_shape\dataset\train\heart\Heart(112).jpg,heart,0.742044470522301,0.6971487500320283,0.6876729124429799,0.5660170014220771,0.39876528913343673,0.48403098894624946,1.0643990547041937,0.9864077249100526,0.8119027702424673,0.5719945551291841,0.6943008775731323,1.2149333159874192,97.84772498858887,0.5920047034060801
train,data\face_shape\dataset\train\heart\Heart(113).jpg,heart,0.7981096263357321,0.8579827830020166,0.8304296289438489,0.6458301101226424,0.45476779716924964,0.5779603617882472,0.9302163658147162,0.9678861224210569,0.7527308506855253,0.5300430337052355,0.673626992567389,1.2858329395421828,119.31540087110115,0.6000315864490314
train,data\face_shape\dataset\train\heart\Heart(114).jpg,heart,0.7372984663831432,0.8359042254798031,0.8270255864912415,0.6731507334192288,0.4622210566376071,0.5181967520709406,0.8820370132235413,0.9893784015944346,0.8052964836167027,0.552959349346865,0.6199235944446857,1.228589000104649,128.48084996876324,0.5877067790844365
train,data\face_shape\dataset\train\heart\Heart(115).jpg,heart,0.7933657673214569,0.8724266232573046,0.8460836896780535,0.6780849538475331,0.4841219121191637,0.5689353184778102,0.9093782172297025,0.969804986600596,0.7772400976437713,0.5549141890141307,0.6521297073140949,1.2477547022349869,127.85058322431007,0.5513264472693127
train,data\face_shape\dataset\train\heart\Heart(116).jpg,heart,0.7510325393767234,0.8449366366135179,0.8276953968593752,0.6508630759154612,0.4469630732057966,0.541215627939619,0.8888625570632617,0.9795946358495649,0.7703099235039707,0.5289900494754398,0.6405398990731375,1.2716889734376056,117.35860165017661,0.5925831874817205
train,data\face_shape\dataset\train\heart\Heart(117).jpg,heart,0.7545420689112109,0.8499007703791456,0.8481763158783833,0.6918435346319334,0.45833322682401606,0.5691696531684296,0.8878001941033721,0.9979709931313593,0.8140286004486124,0.5392785167373728,0.6696895367144093,1.2259655159307374,125.50377729894011,0.5689933771581309
train,data\face_shape\dataset\train\heart\Heart(118).jpg,heart,0.7484905148482119,0.8088482862710927,0.8011091151762217,0.6512990980816273,0.44204187912625176,0.5100630733786117,0.9253781303028547,0.9904318631488364,0.8052178747688397,0.5465077773288345,0.6306041343427653,1.230017234072415,122.34719052479535,0.5709478840378809
train,data\face_shape\dataset\train\heart\Heart(119).jpg,heart,0.746378755412633,0.8197452419438722,0.8005817209315493,0.618953387507015,0.4235990804015015,0.5293539587734284,0.9105008693222002,0.9766225895171039,0.7550557854282668,0.5167447869499256,0.6457542315441377,1.2934442836739073,116.92008595576247,0.596941456923574
train,data\face_shape\dataset\train\heart\Heart(12).jpg,heart,0.7747760591228945,0.8993985237753005,0.8742527528127241,0.6930429490790315,0.4737749595356521,0.5411089001707713,0.8614379928829627,0.9720415696736693,0.7705626935765091,0.5267686648483056,0.6016341875895254,1.2614698035302112,129.4360377151144,0.5900597700147769
train,data\face_shape\dataset\train\heart\Heart(120).jpg,heart,0.7253309751493869,0.8136731829050218,0.7939820962193408,0.6376181281383126,0.4386965151873291,0.5155656493768412,0.8914278980656207,0.9757997595356667,0.7836292771280141,0.5391556762643573,0.6336274320067177,1.2452313715382783,125.99524011788597,0.5915206571697558
train,data\face_shape\dataset\train\heart\Heart(121).jpg,heart,0.7586083603641592,0.8557069185208506,0.830124461023307,0.6326885836311382,0.43677931235533657,0.5367253910870918,0.8865282539440805,0.9701037154850113,0.7393753280910534,0.5104309698820014,0.6272303980139127,1.3120585427020683,111.38297906787125,0.6177357383793004
train,data\face_shape\dataset\train\heart\Heart(122).jpg,heart,0.7684433343207862,0.858348652813025,0.8442949560703363,0.6835173879636042,0.4959716811236145,0.5419719361983376,0.8952578090527707,0.9836270532998087,0.7963167248221866,0.5778207718951853,0.6314123455802708,1.2352208896773424,124.51971651956715,0.4979799514885089
train,data\face_shape\dataset\train\heart\Heart(123).jpg,heart,0.7807779439471283,0.8646400656022724,0.8386670584031403,0.6634733972276821,0.4560540585667912,0.5408024821767402,0.9030092115882588,0.9699609025392082,0.76734056588684,0.5274496021059617,0.6254654435889917,1.264055291301058,119.51358002188003,0.5932660705975059
train,data\face_shape\dataset\train\heart\Heart(124).jpg,heart,0.749845953571274,0.8095138637572649,0.7958011265151915,0.6450109402307609,0.43907593508628995,0.510172584373437,0.9262916759583967,0.9830605282305762,0.7967880095802403,0.5423945836435337,0.6302209353222563,1.2337792692795002,116.13780669652904,0.6221248597436062
train,data\face_shape\dataset\train\heart\Heart(125).jpg,heart,0.7785222368801363,0.8552870956131903,0.8274011542954891,0.6308540081372868,0.44320848676502217,0.5888122655048049,0.9102466772540067,0.9673958119317717,0.7375932729173258,0.5181984961988324,0.68843814962818,1.3115572598778347,111.29366445303364,0.6327035879898556
train,data\face_shape\dataset\train\heart\Heart(126).jpg,heart,0.7816636277726727,0.8690948572311771,0.8464588840425937,0.6794846366689028,0.4800959196909375,0.5605997325319995,0.8993996699772809,0.9739545424757217,0.7818302352330703,0.5524091135695597,0.6450386029414523,1.245736604424588,119.37139339866359,0.5831635378659151
train,data\face_shape\dataset\train\heart\Heart(127).jpg,heart,0.7671140108627994,0.8616217556971545,0.8490885196710841,0.7015392679400989,0.5067097022983232,0.5394422795833775,0.8903141149704523,0.9854539002257092,0.8142079320785838,0.5880883333642555,0.6260778305753254,1.2103221565404714,128.09693700449057,0.5146326513963396
train,data\face_shape\dataset\train\heart\Heart(128).jpg,heart,0.7660336433728279,0.8380830982290833,0.8271622900182871,0.6534294964172581,0.43793197099158837,0.5568799038946431,0.9140306551838355,0.9869693014524783,0.7796714881829634,0.5225400344153978,0.6644686011105124,1.2658784070104008,118.35274251222191,0.603027301418547
train,data\face_shape\dataset\train\heart\Heart(129).jpg,heart,0.7854815969951653,0.8595784151559468,0.8410883704718232,0.6853931530927763,0.4917340036871015,0.5878049561422505,0.9137986519271326,0.9784894032259185,0.7973596602800113,0.572064159612349,0.6838293584135771,1.2271619094478636,117.76258172875195,0.5690876923497213
train,data\face_shape\dataset\train\heart\Heart(13).jpg,heart,0.7583414781641993,0.858801022959925,0.8424721032150724,0.6595116549603943,0.442438693873727,0.5269291958767472,0.8830234919265885,0.9809863759959511,0.7679446546154961,0.5151818431105583,0.6135637729687891,1.2774180666536747,118.11986041207655,0.5914144674217524
train,data\face_shape\dataset\train\heart\Heart(130).jpg,heart,0.7770157213438375,0.8443558204368067,0.835009118382663,0.6610755201528646,0.42911733259302054,0.5732883879859428,0.9202467757513266,0.9889303752897584,0.7829347582525973,0.5082185995603457,0.6789654007351619,1.2631070020405213,121.088029428187,0.5967754036833982
train,data\face_shape\dataset\train\heart\Heart(131).jpg,heart,0.759825915877925,0.8326067068597717,0.8121530139963339,0.6503675591446699,0.45348202540970967,0.5586460581317388,0.9125868307542898,0.9754341483260685,0.7811221718325714,0.5446533419362493,0.6709603147910103,1.2487600320416288,123.58767110783752,0.5857198592002231
train,data\face_shape\dataset\train\heart\Heart(132).jpg,heart,0.7671654599342158,0.8494550455668878,0.8418670114355453,0.6838271909109437,0.46453078301952094,0.5143542937339357,0.9031266150432297,0.991067173982964,0.8050186934313733,0.5468574063381002,0.6055109053954456,1.2311107581347749,123.78986918576548,0.5659847131097359
train,data\face_shape\dataset\train\heart\Heart(133).jpg,heart,0.776159257842088,0.8528171283654438,0.8327325878553934,0.6607786811712495,0.4548776760751693,0.5511736454437987,0.9101121823499458,0.976449182548027,0.7748187263050571,0.5333824344581504,0.6462975790603648,1.2602291986468912,116.59375122294891,0.6075655172581113
train,data\face_shape\dataset\train\heart\Heart(134).jpg,heart,0.7754376483406842,0.85652294559667,0.8434711500143263,0.671404730313196,0.47419159100278824,0.5514677310264002,0.9053320197983719,0.9847618844895608,0.7838724388702545,0.5536239203404615,0.6438446673979498,1.256278235664001,118.44451250297863,0.553495341652622
train,data\face_shape\dataset\train\heart\Heart(135).jpg,heart,0.7489973133215589,0.8678032872464735,0.8410154099240467,0.6455479790796099,0.44736951123753255,0.5228433008112854,0.8630957318658194,0.9691313945036734,0.7438874553332515,0.5155194936597085,0.6024905741833028,1.3027930334831572,116.91268348232985,0.5770410619301646
train,data\face_shape\dataset\train\heart\Heart(136).jpg,heart,0.7462492171489653,0.8434745362866981,0.8259836236057324,0.660159892204769,0.44994661339284986,0.5653167284420413,0.8847323600712875,0.9792632593771384,0.7826672457843823,0.5334442167912848,0.6702238231527233,1.251187225032944,124.9968282101003,0.5627288204073786
train,data\face_shape\dataset\train\heart\Heart(137).jpg,heart,0.8075476781495953,0.890773784632514,0.8748944019973095,0.6907112152308587,0.49460546397138516,0.5815857888647354,0.9065687518888386,0.9821734957750744,0.7754058630225736,0.5552537271574883,0.6528995339761451,1.2666572986003863,118.6699541090256,0.5373227295118723
train,data\face_shape\dataset\train\heart\Heart(138).jpg,heart,0.7832664394357391,0.8429132958626349,0.8218435541062991,0.6523304962821614,0.46332273671684365,0.5653617963739159,0.9292372575926053,0.9750036666170118,0.7738998773468966,0.5496683217491315,0.670723547901005,1.259857631661016,114.30861738756647,0.5775341515400554
train,data\face_shape\dataset\train\heart\Heart(139).jpg,heart,0.7672405506146266,0.8440559853220867,0.8300134484945857,0.6720407340765235,0.4659854357257648,0.5380925342724269,0.9089924885987891,0.9833630267758335,0.7962039790761946,0.5520788239514083,0.6375081080280404,1.235064195379672,117.42222848346269,0.5702497675732744
train,data\face_shape\dataset\train\heart\Heart(14).jpg,heart,0.7506328089987901,0.8341658184787962,0.8134475856328355,0.6549848820206087,0.4525134755619998,0.5506278888250614,0.8998604262731135,0.975162932372675,0.7851974601585258,0.542474248569923,0.6600940444061817,1.241933375810712,119.60533493428696,0.6229896632831847
train,data\face_shape\dataset\train\heart\Heart(140).jpg,heart,0.7706051640168392,0.8800821448029286,0.8708590009806769,0.7096461576992749,0.4899118277871498,0.5861660529021179,0.8756059517482838,0.9895201330049516,0.806340819308613,0.556666023370867,0.6660356153838054,1.227173559008712,120.15658987489894,0.5906562206522048
train,data\face_shape\dataset\train\heart\Heart(141).jpg,heart,0.7691924780824572,0.8597253019832809,0.8431018873215225,0.6754405924148145,0.4705167090509731,0.5500920292007264,0.894695638604592,0.9806642719210308,0.7856469861438948,0.5472872648572151,0.6398462717471866,1.248225079732461,123.06979518471579,0.5306963299593276
train,data\face_shape\dataset\train\heart\Heart(142).jpg,heart,0.7418261758748516,0.8660789183939657,0.855017951769177,0.6907903815216961,0.4688524774459888,0.5799699629503013,0.8565341565529326,0.9872286850656753,0.7976067386591974,0.5413507562514241,0.6696502485313724,1.2377386463976452,125.09208130579437,0.5848929458280062
train,data\face_shape\dataset\train\heart\Heart(143).jpg,heart,0.8131122341187704,0.881301882204929,0.8590509775961965,0.6865680347098689,0.48178684206438144,0.5870189071054105,0.9226262311893004,0.9747522329657768,0.7790384300464042,0.5466762885596012,0.6660815311511057,1.2512248374033548,120.33626947981189,0.5875333530558102
train,data\face_shape\dataset\train\heart\Heart(144).jpg,heart,0.7924466025348956,0.8925987557843036,0.8704188838579997,0.6910060325934517,0.4816911632550321,0.6007482617390894,0.8877971175733862,0.9751513524049056,0.7741507907282287,0.5396502741388906,0.6730328244869973,1.2596400650674264,121.61969928970046,0.6078260762878439
train,data\face_shape\dataset\train\heart\Heart(145).jpg,heart,0.7899151766680383,0.870120667895606,0.8530562995891243,0.6720717586012731,0.4753604421417622,0.5739019447941719,0.9078225650914081,0.9803885036454173,0.7723891448604298,0.5463155395347927,0.6595659268526036,1.2692934774770468,110.3417209924245,0.5845061820047407
train,data\face_shape\dataset\train\heart\Heart(146).jpg,heart,0.7789284564286226,0.8887830241023494,0.8837676221985831,0.7227362985595948,0.5193690232764431,0.5500270639231175,0.8763988907363781,0.9943570007889926,0.813175183323896,0.584359747195885,0.6188541511339422,1.222807853929465,128.57233315660034,0.5010410933348858
train,data\face_shape\dataset\train\heart\Heart(147).jpg,heart,0.7435159703264754,0.8276355849685454,0.8129716371802206,0.6430578062443905,0.44854260239817445,0.5507031611924611,0.8983615299174612,0.9822821202294219,0.7769818237924486,0.5419566419624423,0.6653932856371694,1.2642279267678391,122.9399015839085,0.5660210862813131
train,data\face_shape\dataset\train\heart\Heart(148).jpg,heart,0.7842585829880586,0.8629720638072423,0.8468346941734489,0.6773973335419328,0.48327025847939675,0.563357868957394,0.9087879154837096,0.9813002409804567,0.7849585889876959,0.5600068400213501,0.6528112468345538,1.2501299492065796,112.1752136556876,0.5726991759309437
train,data\face_shape\dataset\train\heart\Heart(149).jpg,heart,0.7872388664365678,0.8803069502161802,0.8727427194655254,0.7240081731938279,0.49597993501574045,0.5683720370989889,0.8942776905751371,0.9914072804391727,0.822449684188033,0.5634170386749086,0.6456521068695547,1.2054321370649486,126.39701761406528,0.5809149131287288
train,data\face_shape\dataset\train\heart\Heart(15).jpg,heart,0.7492351082862686,0.8209749196725278,0.8041777116815519,0.6487537000403536,0.4525040288898046,0.5637140516200697,0.9126163179078907,0.9795399255342954,0.7902235311879319,0.5511788704462499,0.6866397963106171,1.2395732180510581,117.30292000726271,0.6102995334842265
train,data\face_shape\dataset\train\heart\Heart(150).jpg,heart,0.7551404562161612,0.8213020766549085,0.8134486098898865,0.6722407862331006,0.46612976428991665,0.5185247719980861,0.9194430133329046,0.9904377853310582,0.8185061323247573,0.5675497207902145,0.6313447715973057,1.210055424408334,124.6702156626134,0.5407633734403173
train,data\face_shape\dataset\train\heart\Heart(151).jpg,heart,0.7699677410709617,0.8593539842506471,0.8411228796977294,0.6790022588090583,0.4579856420868184,0.5697466523812481,0.8959843733573541,0.9787851049892843,0.7901310417512584,0.5329417800816736,0.6629941360870802,1.2387630067284665,119.34386462513588,0.6150744091000551
train,data\face_shape\dataset\train\heart\Heart(152).jpg,heart,0.7583149749791338,0.8495621709902496,0.8292905859427925,0.6623087936547889,0.4628854521970667,0.5463259810433172,0.8925950340929634,0.9761387856714141,0.7795883765431809,0.5448517695385701,0.6430676879203787,1.2521207537749204,115.83934528586019,0.593637805064305
train,data\face_shape\dataset\train\heart\Heart(153).jpg,heart,0.7385201052118685,0.7774025342858919,0.765221818034013,0.6188010617918287,0.4416290253766245,0.5392116608592379,0.9499841750455057,0.984331519753704,0.7959853930245395,0.5680828218321889,0.6936067700815358,1.2366200791870035,110.89245151336218,0.6096815529133595
train,data\face_shape\dataset\train\heart\Heart(154).jpg,heart,0.7711132653619066,0.8650878689818443,0.8451101916471666,0.683781700084597,0.4794194621497162,0.5502063508571213,0.8913698746804297,0.9769067651379851,0.7904187824172895,0.554185857112947,0.6360120984064667,1.2359356671034192,123.4411571354526,0.5761842698306882
train,data\face_shape\dataset\train\heart\Heart(155).jpg,heart,0.8114607336612574,0.9122642585080281,0.8889251684028834,0.7093283836064809,0.5034444779733137,0.5850734584417837,0.8895018368782409,0.9744163054866198,0.7775470506392076,0.5518625478067913,0.6413420815133634,1.253192722788376,117.94158156923866,0.5678342309579518
train,data\face_shape\dataset\train\heart\Heart(156).jpg,heart,0.7441029462854488,0.8520325710052534,0.8298967218232586,0.6756583782262268,0.48300485507432156,0.5204692759567257,0.8733268792853001,0.9740199495473767,0.792995950177192,0.5668854354997932,0.6108560795306927,1.2282785925069801,126.11992619480014,0.5617222294283614
train,data\face_shape\dataset\train\heart\Heart(157).jpg,heart,0.7813861469893074,0.837619995426363,0.837614251802255,0.6946527797584212,0.467956985566914,0.5218819825803499,0.9328647253598196,0.9999931429238326,0.8293173319063748,0.5586745637903687,0.6230533958477232,1.2058027783226484,123.38639268897408,0.5700875720615961
train,data\face_shape\dataset\train\heart\Heart(158).jpg,heart,0.771093941776757,0.7878550845237353,0.7764950329702476,0.6257330262062005,0.4309033294782645,0.5117191409970043,0.9787256018572115,0.9855810392334334,0.7942235044208176,0.5469322188086773,0.6495092194605085,1.240936630240076,108.90487887438458,0.6026683726925463
train,data\face_shape\dataset\train\heart\Heart(159).jpg,heart,0.7891864734547892,0.8886446342425932,0.8729283627524258,0.6907222732974709,0.4725363070547394,0.559589377966747,0.888078814685497,0.9823143347919243,0.7772761424325543,0.5317494629982097,0.6297110863035756,1.2637906673909802,114.25887646147419,0.6134284453532728
train,data\face_shape\dataset\train\heart\Heart(16).jpg,heart,0.7964960426297583,0.8693027359282631,0.8559450034915439,0.6878250507507812,0.4832161961871885,0.5853453335731177,0.9162470215617577,0.9846339694048524,0.7912376463606828,0.5558664159398948,0.6733503869029831,1.2444225498289934,124.27683766553467,0.5462482275948276
train,data\face_shape\dataset\train\heart\Heart(160).jpg,heart,0.7575168975461476,0.8664491395249064,0.8566848280677933,0.6933127414301562,0.4589374725582811,0.5480041214018689,0.8742773960875663,0.9887306582559859,0.8001770788419447,0.5296761825049845,0.6324711935225095,1.2356398157354433,119.92419809730913,0.6299018802213154
train,data\face_shape\dataset\train\heart\Heart(161).jpg,heart,0.7690600594462005,0.8657332666376242,0.836895180150307,0.665762680754534,0.4792891878390325,0.5648177338833998,0.8883337271225724,0.9666894093150423,0.769015938754733,0.5536222371360622,0.65241542129606,1.2570472998003162,113.45035686972749,0.587992303946343
train,data\face_shape\dataset\train\heart\Heart(162).jpg,heart,0.7850180879715816,0.888052297034549,0.8925201041314604,0.7455248522432212,0.5103342652135504,0.5724699028977909,0.8839773182198537,1.0050310180062938,0.8395055727379275,0.5746669052235965,0.6446353495277535,1.1971701566298467,121.75296794726847,0.599610599642799
train,data\face_shape\dataset\train\heart\Heart(163).jpg,heart,0.7914505248925041,0.8709786067248969,0.8565318262233751,0.693015719668652,0.4778135065209948,0.5658767059648482,0.9086911191407573,0.9834131626311174,0.7956747896191951,0.5485938492998079,0.6497021873966455,1.2359486255707217,126.19601979613736,0.5725097456183154
train,data\face_shape\dataset\train\heart\Heart(164).jpg,heart,0.7462961160040278,0.8505458623590443,0.8517829595535155,0.7095853824851953,0.47853639636624146,0.5284874150091814,0.8774319516811556,1.00145447441369,0.8342705712742098,0.5626226844946252,0.6213508740650235,1.200395302071047,130.48907766953997,0.5732229605351902
train,data\face_shape\dataset\train\heart\Heart(165).jpg,heart,0.7644684069583154,0.8442595110596203,0.8363465528895172,0.689725394801422,0.4800107141889047,0.5414655545681594,0.9054898368853909,0.9906273390273429,0.8169589868590947,0.5685582547793259,0.6413496649727668,1.2125790339071227,122.56173624926862,0.5774770153990854
train,data\face_shape\dataset\train\heart\Heart(166).jpg,heart,0.7861394949942349,0.8589472943251957,0.8473669459134694,0.7058431642974617,0.4867642831375837,0.5436831129412073,0.9152360106237253,0.9865179755635367,0.8217537548121445,0.5666986628323853,0.6329644630504767,1.2005031553388616,132.79797648656975,0.5690502627694998
train,data\face_shape\dataset\train\heart\Heart(167).jpg,heart,0.7792518121398602,0.8731712460822396,0.860337431367632,0.6906489661759357,0.4825160160241181,0.5702581878494132,0.8924387004682314,0.9853020644321596,0.7909662271573324,0.5526018157252425,0.6530886013574746,1.2456942289094368,124.0380667063684,0.566528841361902
train,data\face_shape\dataset\train\heart\Heart(168).jpg,heart,0.7420268050235264,0.8587409847906933,0.8427768800969527,0.6892489342458805,0.4848553472436771,0.5364248619260853,0.8640868645676503,0.9814098721541379,0.8026272723129382,0.5646118629843365,0.6246643300212715,1.2227467294077863,130.37183746463083,0.5564558902985011
train,data\face_shape\dataset\train\heart\Heart(169).jpg,heart,0.7980626480657582,0.8677033142947307,0.8512556562086,0.6948901819170799,0.4922659192241971,0.5606264673014091,0.919741385008335,0.9810446061284215,0.8008384553444822,0.5673205473743187,0.6461038676071974,1.2250218500139622,119.59301223763053,0.5927989605858441
train,data\face_shape\dataset\train\heart\Heart(17).jpg,heart,0.7400237070706868,0.8135327444042252,0.789372951957716,0.6276934587248474,0.4388914382000496,0.5471066378405073,0.9096421897715115,0.9703026182871076,0.7715650820970045,0.5394883503078456,0.6725072120375071,1.257577151690124,117.72498568881562,0.5790396069812571
train,data\face_shape\dataset\train\heart\Heart(170).jpg,heart,0.7734435334052636,0.8701028696105533,0.8515577144014227,0.6896314373685338,0.49359097693604326,0.5836887964865213,0.8889104500384499,0.9786862498023583,0.792586096948748,0.5672788749185118,0.6708273433781143,1.234801182571897,113.7538750402469,0.5735652762962644
train,data\face_shape\dataset\train\heart\Heart(171).jpg,heart,0.7594237546587753,0.8222052916610963,0.8100603512574446,0.6474748936697755,0.43376015015621966,0.5311162523043613,0.9236425043245783,0.985228822379487,0.7874856805673021,0.52755699161203,0.6459654999682019,1.2511069682812916,117.88866552617293,0.5870603674220162
train,data\face_shape\dataset\train\heart\Heart(172).jpg,heart,0.7605778652610456,0.8637165709528192,0.8396787731867841,0.657478500429338,0.4479242399404748,0.5728161305193794,0.8805873255644558,0.9721693451597003,0.7612201994735759,0.5186009566151335,0.6631991903171089,1.277119742529175,119.74617202938813,0.6233686059616971
train,data\face_shape\dataset\train\heart\Heart(173).jpg,heart,0.7389586933129653,0.8241259297930044,0.8086855622313182,0.6511404854634021,0.4575052134477612,0.5295852128010201,0.8966574968689184,0.9812645531423039,0.7900982870748272,0.5551399329986775,0.6426022937223149,1.2419525129907945,112.49209604028708,0.6039741527129864
train,data\face_shape\dataset\train\heart\Heart(174).jpg,heart,0.7723414249185968,0.8157622890625034,0.8017172443282055,0.6500400316952616,0.45370847901956796,0.551365715750888,0.946772650898331,0.9827829198252853,0.79684981815267,0.556177314277401,0.6758901743111131,1.2333351874305027,119.51482524738555,0.586417395182535
train,data\face_shape\dataset\train\heart\Heart(175).jpg,heart,0.730897483203609,0.8579323191735573,0.8509419964125278,0.7035392782497105,0.49517129573148716,0.5262352200796585,0.8519290704745563,0.991852127953679,0.8200405352807166,0.5771682505310951,0.6133761467181685,1.209515975468393,134.77636816719226,0.5180361980707752
train,data\face_shape\dataset\train\heart\Heart(176).jpg,heart,0.757492197873118,0.8055520436617053,0.7968498595489129,0.6430732253982372,0.45459560460864074,0.5497523272086992,0.9403392416830981,0.9891972415919449,0.7983012773142417,0.5643280383750723,0.6824541400326579,1.2391277199504709,114.27764274749454,0.6004429569152272
train,data\face_shape\dataset\train\heart\Heart(177).jpg,heart,0.7641221512933766,0.860286206781546,0.85177562868127,0.7000021097223633,0.47902904999825024,0.5572700641691504,0.88821853154204,0.9901072712392829,0.8136851482731213,0.556825212611936,0.6477728688153418,1.2168186593310462,123.31994986338599,0.6204281817672398
train,data\face_shape\dataset\train\heart\Heart(178).jpg,heart,0.7273082308155969,0.8024712654280061,0.8014784464615408,0.6732224636158755,0.46945642779835706,0.5032196653237998,0.9063355438997306,0.9987627981097419,0.8389365359478704,0.5850133805700417,0.6270874572130661,1.1905105515297318,128.9415926051637,0.5383923044000937
